1,2023-09-01,189.4900055,189.9199982,188.2799988,189.4600067,45732600
1,2023-09-05,188.2799988,189.9799957,187.6100006,189.6999969,45280000
1,2023-09-06,188.3999939,188.8500061,181.4700012,182.9100037,81755800
1,2023-09-07,175.1799927,178.2100067,173.5399933,177.5599976,112488800
1,2023-09-08,178.3500061,180.2400055,177.7899933,178.1799927,65551300
1,2023-09-11,180.0700073,180.3000031,177.3399963,179.3600006,58953100
1,2023-09-12,179.4900055,180.1300049,174.8200073,176.3000031,90370200
1,2023-09-13,176.5099945,177.3000031,173.9799957,174.2100067,84267900
1,2023-09-14,174,176.1000061,173.5800018,175.7400055,60895800
1,2023-09-15,176.4799957,176.5,173.8200073,175.0099945,109205100
1,2023-09-18,176.4799957,179.3800049,176.1699982,177.9700012,67257600
1,2023-09-19,177.5200043,179.6300049,177.1300049,179.0700073,51826900
1,2023-09-20,179.2599945,179.6999969,175.3999939,175.4900055,58436200
1,2023-09-21,174.5500031,176.3000031,173.8600006,173.9299927,63047900
1,2023-09-22,174.6699982,177.0800018,174.0500031,174.7899933,56725400
1,2023-09-25,174.1999969,176.9700012,174.1499939,176.0800018,46172700
1,2023-09-26,174.8200073,175.1999969,171.6600037,171.9600067,64588900
1,2023-09-27,172.6199951,173.0399933,169.0500031,170.4299927,66921800
1,2023-09-28,169.3399963,172.0299988,167.6199951,170.6900024,56294400
1,2023-09-29,172.0200043,173.0700073,170.3399963,171.2100067,51814200
1,2023-10-02,171.2200012,174.3000031,170.9299927,173.75,52164500
1,2023-10-03,172.2599945,173.6300049,170.8200073,172.3999939,49594600
1,2023-10-04,171.0899963,174.2100067,170.9700012,173.6600037,53020300
1,2023-10-05,173.7899933,175.4499969,172.6799927,174.9100037,48527900
1,2023-10-06,173.8000031,177.9900055,173.1799927,177.4900055,57224100
1,2023-10-09,176.8099976,179.0500031,175.8000031,178.9900055,42390800
1,2023-10-10,178.1000061,179.7200012,177.9499969,178.3899994,43698000
1,2023-10-11,178.1999969,179.8500061,177.6000061,179.8000031,47551100
1,2023-10-12,180.0700073,182.3399963,179.0399933,180.7100067,56743100
1,2023-10-13,181.4199982,181.9299927,178.1399994,178.8500061,51427100
1,2023-10-16,176.75,179.0800018,176.5099945,178.7200012,52517000
1,2023-10-17,176.6499939,178.4199982,174.8000031,177.1499939,57549400
1,2023-10-18,175.5800018,177.5800018,175.1100006,175.8399963,54764400
1,2023-10-19,176.0399933,177.8399963,175.1900024,175.4600067,59302900
1,2023-10-20,175.3099976,175.4199982,172.6399994,172.8800049,64189300
1,2023-10-23,170.9100037,174.0099945,169.9299927,173,55980100
1,2023-10-24,173.0500031,173.6699982,171.4499969,173.4400024,43816600
1,2023-10-25,171.8800049,173.0599976,170.6499939,171.1000061,57157000
1,2023-10-26,170.3699951,171.3800049,165.6699982,166.8899994,70625300
1,2023-10-27,166.9100037,168.9600067,166.8300018,168.2200012,58499100
1,2023-10-30,169.0200043,171.1699982,168.8699951,170.2899933,51131000
1,2023-10-31,169.3500061,170.8999939,167.8999939,170.7700043,44846000
1,2023-11-01,171,174.2299957,170.1199951,173.9700012,56934900
1,2023-11-02,175.5200043,177.7799988,175.4600067,177.5700073,77334800
1,2023-11-03,174.2400055,176.8200073,173.3500061,176.6499939,79763700
1,2023-11-06,176.3800049,179.4299927,176.2100067,179.2299957,63841300
1,2023-11-07,179.1799927,182.4400024,178.9700012,181.8200073,70530000
1,2023-11-08,182.3500061,183.4499969,181.5899963,182.8899994,49340300
1,2023-11-09,182.9600067,184.1199951,181.8099976,182.4100037,53763500
1,2023-11-10,183.9700012,186.5700073,183.5299988,186.3999939,66133400
1,2023-11-13,185.8200073,186.0299988,184.2100067,184.8000031,43627500
1,2023-11-14,187.6999969,188.1100006,186.3000031,187.4400024,60108400
1,2023-11-15,187.8500061,189.5,187.7799988,188.0099945,53790500
1,2023-11-16,189.5700073,190.9600067,188.6499939,189.7100067,54412900
1,2023-11-17,190.25,190.3800049,188.5700073,189.6900024,50922700
1,2023-11-20,189.8899994,191.9100037,189.8800049,191.4499969,46505100
1,2023-11-21,191.4100037,191.5200043,189.7400055,190.6399994,38134500
1,2023-11-22,191.4900055,192.9299927,190.8300018,191.3099976,39617700
1,2023-11-24,190.8699951,190.8999939,189.25,189.9700012,24048300
1,2023-11-27,189.9199982,190.6699982,188.8999939,189.7899933,40552600
1,2023-11-28,189.7799988,191.0800018,189.3999939,190.3999939,38415400
1,2023-11-29,190.8999939,192.0899963,188.9700012,189.3699951,43014200
1,2023-11-30,189.8399963,190.3200073,188.1900024,189.9499969,48794400
1,2023-12-01,190.3300018,191.5599976,189.2299957,191.2400055,45679300
1,2023-12-04,189.9799957,190.0500031,187.4499969,189.4299927,43389500
1,2023-12-05,190.2100067,194.3999939,190.1799927,193.4199982,66628400
1,2023-12-06,194.4499969,194.7599945,192.1100006,192.3200073,41089700
1,2023-12-07,193.6300049,195,193.5899963,194.2700043,47477700
1,2023-12-08,194.1999969,195.9900055,193.6699982,195.7100067,53377300
1,2023-12-11,193.1100006,193.4900055,191.4199982,193.1799927,60943700
1,2023-12-12,193.0800018,194.7200012,191.7200012,194.7100067,52696900
1,2023-12-13,195.0899963,198,194.8500061,197.9600067,70404200
1,2023-12-14,198.0200043,199.6199951,196.1600037,198.1100006,66831600
1,2023-12-15,197.5299988,198.3999939,197,197.5700073,128256700
1,2023-12-18,196.0899963,196.6300049,194.3899994,195.8899994,55751900
1,2023-12-19,196.1600037,196.9499969,195.8899994,196.9400024,40714100
